link
https://7tv.app/emotes/60ae65b29627f9aff4fd8bef
https://7tv.app/emotes/62956e4ef75a73adfdc2bcde
https://7tv.app/emotes/62fd2ed6661fb5566b326e7b
https://7tv.app/emotes/641713aeb9d1c95ab885daca
https://7tv.app/emotes/6178b52fb0bfad94289678af
